Year,Predicted RainFall Daily (mm),Value
2020,5.913416369697998,5.3
2020,5.913416369697998,7.7
2020,5.913416369697998,22.7
2020,5.913416369697998,26.2
2020,5.913416369697998,78.3
2020,5.913416369697998,39.8
2020,5.913416369697998,16.2
2020,5.913416369697998,3.1
2020,5.913416369697998,3.9
2020,5.913416369697998,0.1
2020,5.913416369697998,3.5
2020,5.913416369697998,3.4
2020,5.913416369697998,13.4
2020,5.913416369697998,4.5
2020,5.913416369697998,31.6
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,12.0
2020,5.913416369697998,0.2
2020,5.913416369697998,0.0
2020,5.913416369697998,11.5
2020,5.913416369697998,38.1
2020,5.913416369697998,39.3
2020,5.913416369697998,7.6
2020,5.913416369697998,3.2
2020,5.913416369697998,2.8
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,2.0
2020,5.913416369697998,3.7
2020,5.913416369697998,0.0
2020,5.913416369697998,1.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.6
2020,5.913416369697998,0.0
2020,5.913416369697998,0.5
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.6
2020,5.913416369697998,26.0
2020,5.913416369697998,2.4
2020,5.913416369697998,13.6
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,1.4
2020,5.913416369697998,0.0
2020,5.913416369697998,15.9
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,11.2
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,2.7
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,26.6
2020,5.913416369697998,0.4
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
2020,5.913416369697998,0.0
